gene,sander,lof_z,ios,exac,pNull,pRec,miss_z,zhang,krish,n_syn,mu_lof,mu_mis,mu_syn,bp,DF,EC,AS,CE,core,Hub
EBNA1BP2,0.453828283,-0.391183552,1.572874802,-0.833049745,-0.259356663,1.11666176,0.036971624,0.517658245,-0.259707103,-0.486615203,0.000700988,-0.359358097,-0.333526965,-0.393630832,2.35154612,1.379580268,0.12100713,4.602495028,3.482873522,1.937569822
TCEA1,-1.280684697,0.123899307,-0.083917425,0.002858838,-0.58038125,0.441584716,0.346786808,-0.389856588,0.574007115,-0.659003664,-0.289970146,-0.610310134,-0.691158164,-0.491489774,-0.263941191,-0.036597767,0.022984287,0.92391389,2.027653991,-0.114209445
ARID5A,0.449597372,0.405790637,-1.018436415,1.538796301,-0.590614569,-1.24299417,-0.051458434,-1.543253033,-0.077141946,-0.023321214,-0.398802826,0.030777422,0.177207786,-0.013611941,-0.365779992,-0.135155314,-0.124314452,-0.262430018,-0.700882631,-0.117385337
MB21D1,-0.090292197,-0.975918289,0.413474511,-0.832991812,1.079247527,0.090851752,0.02337992,0.522205967,-0.594409891,-0.260355348,-0.450853239,-0.037759899,0.09072181,-0.131042671,-0.338161112,-0.134877804,-0.124226823,-0.258698646,-0.499234497,-0.116793722
TMEM206,0.550191672,-0.946003468,0.607298339,-0.833035995,1.131796387,0.050633301,-0.341225951,0.716065996,0.221047811,-0.411195251,-0.463020868,-0.359358097,-0.421181671,-0.312081714,-0.149385163,-0.071144942,-0.068736827,-0.079062092,0.247111947,-0.068533429
NCKIPSD,-1.914247552,0.357950877,-1.29964629,-0.815638108,-0.588243027,1.349495436,-0.363271065,0.711178979,0.519237567,0.11674441,0.264332947,0.399824534,0.399266374,0.195153801,-0.084188018,-0.134821112,-0.1240409,-0.232158191,0.117678356,-0.117038532
FN1,-2.038387114,2.690535506,-1.310667954,-0.675665248,-0.590753996,1.197186024,0.313637389,0.226590464,-0.710034491,3.165865314,3.914621608,2.898800697,2.795161661,3.057527848,2.312226713,-0.125330492,-0.123741848,-0.155030486,0.572434459,-0.099990487
TRAM1,0.50486924,0.433623284,-0.717663086,0.819691252,-0.590056393,-0.451053682,0.116462167,-0.997305828,-0.740462017,-0.368098136,-0.256171177,-0.517521146,-0.568441576,-0.372428061,-0.281894532,-0.074159073,-0.074916662,0.006437283,-0.246126527,-0.061736759
S100A9,0.097129289,-0.357063645,1.274502621,0.797082551,-0.512872285,-0.485286353,-0.009269675,-0.910740014,-0.776975048,-0.734423616,-0.844273239,-0.871806374,-0.85594901,-0.796483476,0.156045999,-0.134316193,-0.12366071,-0.180705264,0.390532018,-0.116259135
BLVRA,0.397497776,-0.047444627,0.205302838,-0.629796271,-0.555427817,1.119574183,-0.387899936,0.55671172,-0.673521459,-0.594357991,-0.424490043,-0.586585677,-0.56026047,-0.499644685,-0.373165277,-0.135128492,-0.124314452,-0.263551496,-0.791833851,-0.117385764
PCP4,-0.007967075,-0.801204175,0.742943528,-0.64962374,0.033305546,0.690286816,-0.350181378,0.55403622,1.754595131,-0.949909192,-0.838189424,-0.95879605,-0.981236803,-0.881294558,-0.184769358,-0.134651034,-0.124097002,-0.227956938,-0.443894499,-0.116716282
VPS33B,0.537180423,0.151145892,0.568368248,-0.833055551,-0.57300796,1.35701305,-0.560810731,0.828754296,-0.612666407,-0.077192608,0.696959751,-0.021943594,-0.168736118,0.023900653,-0.293750898,-0.134528791,-0.124314452,-0.255262491,-0.60993141,-0.116131733
KREMEN1,0.487482507,0.156027261,0.550418682,0.07788056,-0.582578153,0.360603115,-0.484889982,-0.020985079,-0.198852051,-0.184935396,-0.353512208,-0.127385627,-0.015632566,-0.179972142,-0.373165277,-0.135157541,-0.124314452,-0.263535821,-0.700882631,-0.117385764
ZFP62,0.483819693,-0.613482561,0.272082311,-0.551664625,-0.217621799,0.774628387,-0.959909847,0.790044233,-0.320562155,-0.325001021,-0.120975301,0.125675251,-0.02731986,0.485468662,-0.101606866,0.053553229,0.126110122,0.027809776,-0.094911209,-0.049742281
GPR143,0.32891584,-0.050537286,-0.721048311,0.808761752,-0.573580632,-0.451635741,-1.025678945,-0.383755715,0.640947672,-0.594357991,-0.396774888,-0.248643964,-0.112637107,-0.32349859,-0.373165277,-0.135157492,-0.124314081,-0.263537104,-0.700882631,-0.117385764
EIF2B1,0.317490584,0.017313163,-0.176263221,-0.577103629,-0.566616937,1.070086952,0.435241385,0.070105478,-0.831744595,-0.400420973,-0.437333651,-0.568660531,-0.511173835,-0.484965844,-0.011918372,-0.016692918,0.004183794,0.144704693,0.845288121,-0.029430008
ADCY4,-0.087899435,-0.242301393,0.218391064,-0.833055558,-0.005190247,0.921905412,0.439118974,0.295343262,-0.016286893,0.914041042,0.913273153,1.027204626,1.135565901,0.77415254,-0.373165277,-0.135139299,-0.124256728,-0.262031031,-0.700882631,-0.117385764
RGS20,0.518703324,-0.208584145,0.053695918,-0.79345184,-0.504901224,1.261185683,0.435951241,0.260914269,0.665289693,-0.486615203,-0.342696538,-0.290820776,-0.203798001,-0.349594308,-0.373165277,-0.135122291,-0.124278983,-0.259018174,-0.428028969,-0.117385764
RABGGTB,0.049229316,0.229891153,0.037911321,0.264715803,-0.586183224,0.157495364,0.354464924,-0.635814885,-0.424015744,-0.626680828,-0.398126847,-0.59712988,-0.624540588,-0.442560303,-0.008077241,-0.13459257,-0.124233082,-0.236885613,0.390532018,-0.116461479
BRF2,-2.518997549,-0.786604716,-0.15697531,-0.833055553,1.526129349,-0.251514793,-0.595368631,0.8446845,-0.746547522,-0.174161118,0.135896864,-0.253916065,-0.26457193,-0.299033855,0.245428326,-0.100026261,-0.062622783,0.413559026,1.209093004,-0.108368385
RTKN,0.435293441,0.018124593,0.339078281,-0.83269033,-0.564321943,1.349954556,-0.150994219,0.607013575,-0.211023061,-0.023321214,0.061539132,0.02550532,-0.182760871,-0.064172395,-0.373165277,-0.13492741,-0.12415913,-0.257492152,-0.337077748,-0.117385764
PFN3,0.242919343,-0.596502728,1.217622964,0.436874538,-0.363969029,-0.202481568,0.425710384,-0.828082127,-0.424015744,-0.799069289,-0.871312414,-0.550735386,-0.473774494,-0.758970881,-0.292105563,-0.044415672,-0.02045128,-0.079695079,-0.518980189,-0.011807432
NCAPD3,0.579585647,1.773855279,-0.678654269,-0.654390833,-0.590753995,1.173744112,-1.351779339,1.087013907,-1.622860276,2.109985991,1.819085525,1.23808869,1.123878607,1.460796115,-0.373165277,-0.13446324,-0.122547957,-0.248970558,-0.518980189,-0.117385764
TWIST1,0.408067,-0.866957475,1.335023364,-0.388460792,0.014978801,0.416559668,1.747202394,-0.798260916,0.160192758,-0.615906549,-0.844949218,-0.385718605,-0.131336777,-0.652957028,-0.245489809,-0.135119633,-0.124285242,-0.25071643,-0.155175306,-0.117341298
TMEM159,0.442174152,-1.104025027,0.907008864,-0.825303398,0.8078875,0.290317979,-0.271902115,0.663231436,-1.032566268,-0.723649337,-0.813854167,-0.82593909,-0.802187458,-0.719827304,-0.27997518,-0.133383211,-0.122587367,-0.253456954,-0.60993141,-0.115072552
ENKUR,0.433456056,-1.212314003,0.801594524,-0.833032087,1.74884801,-0.422205574,-1.137241305,1.130339473,0.281902863,-0.60513227,-0.63539561,-0.693082129,-0.741413528,-0.56488398,-0.373165277,-0.135157704,-0.124314452,-0.263551344,-0.700882631,-0.117385764
HGS,0.510845866,0.891055289,-1.578533744,-0.512067175,-0.590726322,1.016899313,0.467823188,-0.008947484,3.282056946,1.086429503,0.5347247,0.58434809,0.843383549,0.284857831,0.668212508,-0.091353468,-0.046335743,0.060353301,0.845288121,-0.107241756
FAM8A1,-3.701966065,0.153052727,1.00024033,-0.416953754,-0.580668911,0.904388625,0.05036019,0.128637481,-0.923027174,-0.454292367,-0.114215507,-0.127385627,0.083709434,-0.308819749,-0.056439583,-0.104633347,-0.109152916,-0.13758804,-0.186494541,-0.074732637
KIFC1,-0.247601581,0.297923679,0.681300938,-0.795008179,-0.586800064,1.325657815,0.513547977,0.217578922,-1.032566268,0.138292968,-0.019578393,0.194212571,-0.096274895,0.115235665,2.073679125,0.052846167,0.025802914,0.33033923,2.902906692,0.083807553
CCDC115,-0.226226296,-1.105301791,0.739400851,-0.833018678,1.468257295,-0.207209208,-0.246273944,0.655555484,-0.563982365,-0.659003664,-0.538054579,-0.665139991,-0.645577717,-0.68883864,-0.134976825,-0.074892125,-0.033738106,0.067375862,0.1242514,-0.092920152
IFNGR2,-0.165539954,0.276823293,-0.229757653,1.319362138,-0.589742456,-1.001872119,0.151954972,-1.468656249,0.987821471,-0.486615203,-0.403534682,-0.485888536,-0.375601224,-0.432774409,-0.265936093,-0.135051779,-0.124182776,-0.235909215,1.481946666,-0.117356537
C2orf49,0.22806845,-0.397510491,0.528965801,-0.362474814,-0.422858907,0.723432779,-1.222810909,0.756545281,-0.81348808,-0.637455106,-0.713809218,-0.715224956,-0.682977058,-0.604027557,-0.04932951,-0.059641099,-0.030872187,0.244783139,0.451824955,-0.078080524
TMEM225,0.323547013,-0.215439479,0.674215583,0.488499492,-0.539703723,-0.124704116,-0.64247764,-0.308197819,-0.016286893,-0.551260876,-0.736116538,-0.726823579,-0.770631764,-0.615444433,-0.317663905,-0.135087389,-0.124306941,-0.256362523,-0.332169838,-0.117265857
ADRA1B,0.39601454,-0.420163942,-1.203561001,-0.38737334,-0.406062377,0.737997044,1.732328896,-0.79374932,0.178449274,-0.228032512,-0.60227262,0.241661486,0.481077432,-0.134304636,0.559938557,-0.135076051,-0.124313001,-0.258311643,0.390532018,-0.117242375
DDX56,-0.278302768,-0.303129342,-0.924909726,-0.833046961,-0.383418355,1.211724739,-0.620659222,0.853897979,-1.355098046,-0.077192608,-0.046617569,-0.058848306,-0.209641648,-0.090268112,0.222628594,0.611733325,0.962273698,2.676652847,2.937166198,0.235168743
NBEAL1,-0.318166238,1.02800374,1.860264682,-0.833055558,-0.590748377,1.370607136,-0.928396259,1.016985005,-0.68569247,0.75242686,4.705517484,2.434855755,1.871865428,3.411451021,-0.322494062,-0.118423424,-0.124314452,-0.200267389,-0.700882631,-0.08343441
OXA1L,-0.50793444,-0.813273815,1.828498673,-0.833055543,1.500365043,-0.231772109,-1.116247903,1.116250846,-2.121871706,-0.023321214,-0.093936125,-0.13792983,-0.275090495,-0.175079195,-0.313447187,-0.132544905,-0.119588683,-0.231710156,-0.155175306,-0.116871162
VTN,0.544079019,-0.859751885,0.395288766,-0.833055555,1.825417449,-0.4808534,-0.315363291,0.689210195,-0.083227451,-0.15261256,0.000700988,-0.132657728,-0.213147836,-0.202805895,-0.359372952,-0.135066838,-0.124123429,-0.25296577,0.390532018,-0.117385719
DDX10,0.378230519,-0.352949043,0.658430986,-0.833055558,0.074860714,0.86056393,-1.240917246,1.181247082,-1.32467052,0.256810035,0.494165937,0.194212571,0.018260587,0.444694103,1.336670437,0.507547889,0.482794089,3.097698773,3.482873522,0.547662069
AMOTL1,-2.458665576,0.89839226,-1.099327553,-0.07292006,-0.590731449,0.533015192,-0.308637286,0.009758081,-0.521383828,0.677006909,0.757797896,0.610708599,0.609637667,0.576803674,-0.000548038,-0.009909972,0.066769259,0.250088856,0.572434459,-0.072841849
SH3GL3,0.35773522,-0.316183645,-0.325370586,-0.832177891,-0.424870918,1.242531323,0.184230945,0.420950519,2.436171717,-0.454292367,-0.195333033,-0.538609552,-0.532210964,-0.416464585,-0.108702699,-0.134934497,-0.124100943,-0.235767883,0.754336901,-0.117203155
IKBKAP,-0.902863061,1.054208727,0.696101458,-0.833055529,-0.590750063,1.370608403,-1.29158944,1.206735498,0.458382515,1.011009552,1.636571092,0.805776358,0.621324961,1.190053043,1.00981445,0.024272812,0.078100468,0.691493299,1.481946666,0.015194195
PDLIM1,-1.589537431,-0.82449505,-0.588552169,-0.833021853,0.717931228,0.367754455,-0.395026123,0.729494076,-1.123848847,-0.389646694,-0.418406228,-0.506976942,-0.529873506,-0.445822268,-0.373165277,-0.126327254,-0.106414454,-0.204229527,-0.155175306,-0.117385764
ZNF420,0.512177292,-0.749163519,0.435478475,-0.833055478,1.080279715,0.090130778,0.193678538,0.416195113,-0.411844734,-0.23880679,0.034499957,-0.111569322,-0.380276141,0.139700401,-0.198940759,-0.092928529,-0.058603519,-0.161739717,-0.228093992,-0.099681326
HSD11B1,-0.203597798,-0.025548261,-1.083247733,0.855980715,-0.576474091,-0.501448119,-0.293663878,-0.825270897,0.476639031,-0.648229385,-0.686770043,-0.651959737,-0.693495623,-0.506168615,-0.368173707,-0.134805167,-0.123809077,-0.229448532,-0.428028969,-0.117244623
PLEKHB2,-0.727088177,-0.841993175,0.652132892,-0.833046912,0.908864194,0.221473983,-0.11148984,0.577136757,0.793085303,-0.486615203,-0.374467569,-0.620327127,-0.575453953,-0.607289521,-0.303801967,-0.134893749,-0.124314452,-0.241509152,-0.428028969,-0.117018548
PHOX2A,0.19837205,-0.380683567,2.093490958,0.760778153,-0.502571409,-0.453176505,1.25979603,-1.568444619,0.348843421,-0.777520731,-0.748284167,-0.153746135,0.212269669,-0.519216474,-0.357444399,-0.134994733,-0.124310673,-0.252881823,-0.60993141,-0.116961092
FSTL1,0.331912998,0.525215283,-1.043687833,1.510015822,-0.59068797,-1.211225485,-0.465190163,-1.316773453,-0.131911493,-0.51893804,-0.36229994,-0.535446291,-0.56026047,-0.480072897,0.058390603,-0.118878542,-0.088438256,-0.171004465,0.390532018,-0.115879429
LY6G6D,-0.969630672,-0.213207646,0.43209325,0.492805511,-0.54037807,-0.128931999,-0.238670734,-0.534061118,-0.204937556,-0.78829501,-0.709753342,-0.824884669,-0.802187458,-0.765494811,-0.326245166,-0.13435517,-0.124302142,-0.254839949,-0.581812385,-0.115856946
ZMYND10,0.363606789,-0.537301346,1.594622906,-0.833054679,0.137161409,0.812823051,-0.520694698,0.793529788,0.014140633,-0.411195251,-0.087176331,-0.327725488,-0.423519129,-0.264783225,-0.288311585,-0.135157569,-0.124314452,-0.263514731,-0.700882631,-0.117385642
SNRNP48,0.306439784,-0.402746161,0.882249484,-0.832861878,-0.318862176,1.162052708,-0.064943511,0.550763334,-0.497041807,-0.572809434,-0.188573239,-0.491160638,-0.554416823,-0.429512444,-0.373165277,-0.135128492,-0.124314452,-0.263551496,-0.791833851,-0.117385764
MUC1,-1.309975393,0.271904629,2.501942004,0.952233984,-0.588788464,-0.598071544,-0.855872272,-0.614349421,-0.545725849,-0.109515445,-0.37311561,-0.259188167,-0.107962189,-0.207698843,-0.204840626,-0.1347219,-0.123892533,-0.234124013,0.117678356,-0.117026042
PER3,0.583189817,0.106842754,1.878725969,-0.833055557,-0.56115353,1.347929155,-1.159454477,1.132502306,-0.113654977,1.452754983,0.825395834,0.953395203,1.077129431,0.976394353,-0.124468577,-0.134999162,-0.124308935,-0.25450476,-0.246126527,-0.117051023
TPH2,0.406555384,0.648556958,0.94906832,0.869063595,-0.590638099,-0.505010198,0.087227927,-1.042899229,0.409698473,-0.098741166,-0.019578393,-0.327725488,-0.428194047,-0.183234107,-0.284701318,-0.134365799,-0.123215609,-0.19129092,-0.187547665,-0.116956096
COL8A1,0.481193124,-0.27417152,-1.676547825,-0.739836594,-0.47593094,1.179908565,-0.214278391,0.546408036,1.298182238,0.127518689,-0.392043033,0.030777422,0.065009763,0.231035413,-0.095852909,-0.132949601,-0.124314452,-0.232885285,-0.246126527,-0.113147266
CCL22,0.091608142,-0.614255631,0.337425031,-0.151502773,-0.278986469,0.380719876,-0.192104233,0.011926082,-0.405759229,-0.734423616,-0.867256538,-0.835956083,-0.844261716,-0.830734105,-0.373165277,-0.135157595,-0.124314086,-0.263534681,-0.60993141,-0.117385764
ITPRIPL2,0.52415582,-0.499602601,-0.309763123,-0.787863357,-0.292955281,1.092617724,1.838458298,-0.503393362,-0.831744595,-0.141838281,-0.522507053,0.357647721,0.410953668,-0.109839901,-0.295160688,-0.13478745,-0.123637527,-0.254091537,-0.395314997,-0.117353289
AVP,0.177035827,-0.863145934,1.10016352,-0.3857468,0.010245158,0.417196474,0.126109703,0.049708877,-0.229279577,-0.799069289,-0.815206126,-0.547572125,-0.354564094,-0.714934357,-0.373165277,-0.135157286,-0.124314397,-0.263410278,-0.60993141,-0.117385764
PLCH1,0.56480897,1.670586249,-0.518918872,0.206274354,-0.590753993,0.225393455,-0.290080524,-0.255793536,1.164301123,1.280366522,1.751487587,1.375163332,1.030380254,1.778837676,-0.253615854,-0.133784701,-0.123639846,-0.227633149,-0.20541476,-0.115899413
RANBP1,0.209184129,-0.160894098,-0.717958309,-0.011892671,-0.539265632,0.426333117,0.6499137,-0.562358575,-0.722205501,-0.529712318,-0.6029486,-0.690446078,-0.661939929,-0.65458801,0.463447799,-0.05647985,-0.097560048,0.097706214,0.66338568,0.005849594
COX5B,0.050202913,-0.387739761,0.229452091,0.174611205,-0.463421815,0.162710167,-0.117242336,-0.320060311,-1.160361878,-0.87448924,-0.764507672,-0.79430648,-0.779981599,-0.77201874,1.237432681,-0.134684695,-0.124313972,-0.252875068,0.026727135,-0.116771239
SNAP29,0.33026226,-0.15566855,1.146080558,-0.462640164,-0.53105649,0.916712731,-0.991071879,0.709901738,-1.111677836,-0.659003664,-0.487356125,-0.549680965,-0.499486541,-0.561622015,-0.35370116,-0.135106878,-0.124290574,-0.258952567,-0.246126527,-0.117385442
TELO2,-0.135519108,0.020440606,0.569706593,-0.833054376,-0.557228692,1.344920387,-0.818699356,0.946972134,-1.148190868,1.226495128,0.44684738,0.858497374,1.123878607,0.382716773,0.264412183,-0.110821146,-0.118984366,-0.073063538,0.390532018,-0.077749405
PDK2,-0.412390889,0.150747902,-0.95482567,-0.4203542,-0.58050885,0.908012872,0.502289068,-0.122873138,-0.162339019,-0.141838281,-0.235891795,-0.264460268,-0.201460542,-0.318605643,-0.214243827,-0.135104043,-0.124314111,-0.258751471,-0.246126527,-0.117273851
TBCE,0.459525568,-0.16530342,1.900926748,-0.833054022,-0.482720109,1.287825387,-0.304473803,0.672811526,-0.874343132,-0.055644051,0.108857689,-0.264460268,-0.226003859,-0.12288776,0.352352844,-0.085764502,-0.123864714,-0.09513813,0.208629576,-0.088646631
SNRPG,0.018397836,0.008072021,0.125789408,1.284102267,-0.584174784,-0.967286362,0.550637958,-1.662957965,1.979758825,-0.87448924,-0.702317569,-0.934544383,-0.958563453,-0.858460805,-0.075379405,1.440621739,2.172113325,6.290511394,6.120458923,-0.021759163
NUP88,-0.014737782,0.237404195,0.33894051,-0.833044079,-0.584284339,1.365641235,-0.955275338,1.018715424,-1.239473446,0.181390083,0.379249442,0.141491555,0.212269669,0.226142466,2.912848393,-0.039861381,-0.104813249,0.001465217,1.754800329,0.016841721
BRK1,0.07535601,-0.457007036,0.148816812,0.643380504,-0.462743324,-0.354337679,0.39292568,-1.010826526,-0.68569247,-0.896037798,-0.886183961,-0.887622679,-0.912048022,-0.860091788,-0.041398537,0.011213431,0.070809016,0.312900745,0.469046569,-0.031001519
ZFYVE27,0.445816871,-0.020358552,0.906890775,-0.824009121,-0.559340181,1.336571549,-0.038521371,0.521917197,-0.131911493,-0.15261256,-0.235891795,-0.285548675,-0.282102871,-0.303926802,-0.257251393,-0.079754257,-0.043922182,-0.002857119,0.012047292,-0.091997241
CENPA,0.376028279,-0.531027812,0.9304299,-0.491183813,-0.30780846,0.7770938,0.644748314,-0.137410531,-1.701971844,-0.87448924,-0.64621128,-0.723133108,-0.788162705,-0.754077934,0.294386158,0.03849765,0.083244794,0.60709464,3.755727184,-0.01091717
PTCH2,0.575952488,-0.135350729,0.395761123,-0.833055557,-0.438816825,1.254184964,-0.457083179,0.751718201,1.279925722,1.258817964,0.73075872,1.101014048,1.194002371,0.979656318,-0.201531578,-0.134902607,-0.124120416,-0.260499964,-0.337077748,-0.117058517
ACTR8,0.573527463,-0.146738505,0.323293684,-0.833055509,-0.467029169,1.275803476,-0.162466227,0.59485262,-0.478785292,-0.15261256,0.500925731,-0.058848306,-0.121986942,0.03531753,1.616489268,0.156052345,0.080754755,2.68563201,3.300971081,0.251642183
TUSC2,0.073095986,-0.299900694,1.217622964,0.884013676,-0.534102621,-0.564805554,0.165035845,-1.104981987,0.129765232,-0.87448924,-0.768563548,-0.765309921,-0.75894447,-0.803007405,-0.373165277,-0.135157583,-0.124314444,-0.263523424,-0.700882631,-0.117385764
UCKL1,0.236220496,-0.886171429,-1.134714966,-0.833055523,1.652313341,-0.348207113,1.089460736,-0.071887153,-0.137996998,0.407649938,-0.15477427,0.336559315,0.481077432,-0.08863713,-0.373165277,-0.13514146,-0.12428872,-0.263218045,-0.700882631,-0.117385764
FBXL15,0.417587746,-1.260941804,2.093490958,-0.827923845,1.12233566,0.052249909,1.538298013,-0.315491154,-0.411844734,-0.497389482,-0.720569012,-0.101025119,0.061503575,-0.493120756,-0.269618055,-0.134659892,-0.123927307,-0.250001975,-0.28706067,-0.117308824
RBM18,0.135879594,-0.275416063,-0.674658916,-0.740221248,-0.475257591,1.179816548,-0.025863389,0.43843442,-0.637008428,-0.734423616,-0.513043342,-0.812231626,-0.823224587,-0.672528816,-0.373165277,-0.132762108,-0.120479975,-0.248819807,-0.700882631,-0.117385764
RAB3D,-0.184235719,-0.940388296,-0.335349127,-0.82957204,0.572481955,0.475408055,0.046030955,0.479348688,-0.600495396,-0.465066645,-0.696233754,-0.586058467,-0.546235717,-0.625230327,0.369004797,-0.129134404,-0.115347032,-0.215219085,1.572897887,-0.112751397
THY1,0.160480011,-0.464343474,-0.103697375,-0.432175735,-0.370122048,0.759823528,0.048864227,0.124596931,1.651141542,-0.745197895,-0.726652827,-0.766364342,-0.740244799,-0.719827304,1.100490262,-0.134941583,-0.124200395,-0.243236869,0.66338568,-0.117179424
TIGD2,-0.112391944,-0.974834553,-0.024439804,-0.833038413,1.227994603,-0.023078816,-0.716785849,0.888026572,-1.038651773,-0.23880679,-0.364327878,-0.332997589,-0.479618141,-0.126149724,-0.303634227,-0.080572437,-0.074265447,-0.148857697,-0.524307657,-0.061325552
FAM50B,-0.006541038,-0.391349907,-0.739352145,-0.35546774,-0.427238207,0.719067374,1.50959794,-0.720949279,-0.393588218,-0.389646694,-0.645535301,-0.10629722,-0.051863178,-0.452346197,-0.352696835,-0.135045224,-0.124314452,-0.257314739,-0.60993141,-0.117143701
LRIG1,-0.247366743,1.111485698,0.1963871,1.208264545,-0.590753175,-0.878681383,-1.072533012,-0.736928452,0.726144746,1.980694645,0.548244287,1.07465354,1.3342499,0.800248258,0.146080635,-0.134372886,-0.123577253,-0.212024512,0.347450244,-0.116816204
CEBPB,0.286772023,-0.85863112,0.842295953,-0.382501936,0.004640297,0.417916103,2.047528665,-0.984581276,0.70788823,-0.486615203,-0.782759115,0.083498438,0.691448726,-0.41972655,-0.067382051,-0.134925638,-0.124077992,-0.230391058,0.481483239,-0.117315069
LSM4,-0.683096351,-0.056747039,-0.47601311,0.796914702,-0.572789395,-0.439187888,0.479345928,-1.198117771,1.121702586,-0.626680828,-0.584697156,-0.725241949,-0.709857834,-0.755708916,-0.282008148,-0.011566121,0.062201571,1.223538331,2.118605211,-0.081809267
PSMB3,0.269059285,-0.017657194,0.099317733,0.870720503,-0.577296877,-0.517059263,0.738232812,-1.402046943,4.146198689,-0.562035155,-0.66784262,-0.645633215,-0.663108658,-0.648064081,3.256246444,0.13249444,-0.01011573,0.864498925,2.300507653,0.294678189
FERD3L,0.279010199,-0.658894956,-0.431788685,-0.202541288,-0.231953369,0.400917642,-0.237424286,0.070356364,0.227133316,-0.637455106,-0.823993857,-0.640888323,-0.604672188,-0.711672393,-0.295408393,-0.135053197,-0.124231923,-0.248628215,-0.327552699,-0.117299331
MAGED2,0.414238338,0.619620915,-0.971751796,1.584234158,-0.590743039,-1.292962965,0.592925861,-1.959022625,-0.758718532,-0.42196953,0.088578308,-0.095753017,-0.242366071,0.005959847,-0.295485707,-0.048077268,-0.124314452,-0.128409604,-0.700882631,0.030887263
RPS12,0.115922606,-0.078475681,-0.234284408,1.187850171,-0.577766728,-0.866138406,-0.146093983,-1.213824432,-0.880428637,-0.712875058,-0.802362517,-0.838064923,-0.874648681,-0.767125793,0.287055008,13.07118956,19.06234572,7.360152817,5.483800378,1.261697707
FAM110C,0.175169997,-2.051177304,2.093490958,-0.833055345,2.757687072,-1.195233508,0.967419909,-0.010973497,-0.424015744,-0.400420973,-0.632015713,-0.011399391,0.259018845,-0.458870126,-0.349576139,-0.135124594,-0.124270637,-0.261713968,-0.600893132,-0.117381218
IGHMBP2,0.58066387,0.025093943,1.599681063,-0.833055521,-0.55054605,1.339800907,-0.328937573,0.677734822,-0.17451003,1.054106667,0.669920576,0.895402085,1.077129431,0.637150022,-0.373165277,-0.135128492,-0.124314452,-0.263551496,-0.791833851,-0.117385764
ADCK2,0.578815113,-0.216204557,0.703541081,-0.832642216,-0.487197781,1.290802937,0.792551001,0.080674905,-0.746547522,0.127518689,-0.114215507,0.141491555,0.247331551,0.038579494,-0.373165277,-0.132121057,-0.118303871,-0.212645172,-0.700882631,-0.117385764
EXOSC9,-0.663362569,-0.444477233,0.791123944,-0.833050991,-0.158814949,1.039619976,-1.024628732,1.046993616,-1.026480763,-0.389646694,-0.087176331,-0.385718605,-0.517017482,-0.238687507,0.444880339,-0.017080731,-0.019422377,0.199969291,0.845288121,0.019027706
GCC1,0.56646,-0.851306829,0.3176254,-0.833055395,1.370927852,-0.132586925,0.107362995,0.4440405,-0.30230564,0.289132871,-0.06689695,0.22057308,0.069684681,0.281595866,-0.197759362,-0.119837479,-0.124268087,-0.136313759,0.026727135,-0.084331792
MYOZ3,0.56995134,-0.147284125,1.622708467,0.013650141,-0.543190334,0.401195374,-0.211279694,-0.138705464,0.46446802,-0.497389482,-0.575909424,-0.501704841,-0.4422188,-0.573038892,-0.361337511,-0.135125303,-0.124268319,-0.257254461,-0.337077748,-0.117379194
SLC22A12,0.509728533,-0.498550352,-1.337474215,-0.83304359,-0.085514756,0.983443323,-0.147965263,0.579674049,-0.308391145,0.159841526,-0.120975301,0.036049523,0.13045861,-0.080482218,-0.367938566,-0.135157691,-0.124314452,-0.263504756,-0.700882631,-0.117385731
C4orf29,0.533956257,-0.635353353,1.793662343,-0.833053685,0.381685607,0.625448141,-0.645547649,0.844299638,-0.424015744,-0.659003664,0.061539132,-0.480616434,-0.594153623,-0.307188767,-0.373165277,-0.134881347,-0.123637527,-0.257601735,-0.700882631,-0.117385764
GMIP,0.005517732,0.526736914,-0.066204037,-0.832877509,-0.590128755,1.369935949,1.12488078,-0.098017997,-0.710034491,0.817072533,0.717239133,1.053565134,1.135565901,0.599637427,-0.373165277,-0.135128492,-0.124314452,-0.263551496,-0.791833851,-0.117385764
NIPA2,0.132611452,0.014410554,-0.027529807,0.356853594,-0.57411101,0.04671975,-0.593889469,-0.241244744,-0.204937556,-0.3357753,-0.519803136,-0.53281024,-0.549741906,-0.395261814,-0.346764698,-0.135157704,-0.124314452,-0.263551349,-0.700882631,-0.117385764
C12orf23,0.059077984,-0.807439083,0.286646652,-0.343347761,-0.058573566,0.423212126,0.115214003,0.003456837,-0.363160692,-0.78829501,-0.904435404,-0.903438983,-0.939630036,-0.793221511,-0.358617679,-0.135084023,-0.124314452,-0.252364432,-0.700882631,-0.117244124
REEP6,0.426943507,-0.898856541,0.630680011,-0.831924539,0.583521342,0.469541228,-0.283286787,0.649493698,0.06891018,-0.51893804,-0.572529528,-0.621381547,-0.453906094,-0.68231471,-0.373165277,-0.135128492,-0.124314452,-0.263551496,-0.791833851,-0.117385764
PDP2,0.407970813,-1.056271685,-1.176990919,-0.83301013,1.326053847,-0.098250912,-0.157694373,0.583086276,-0.016286893,-0.120289724,-0.462344888,-0.243371862,-0.275090495,-0.119625795,-0.347721712,-0.135144932,-0.124314452,-0.262461368,-0.700882631,-0.117351041
